icao,manufacturer,model,registration,engine_type,num_engines,latitude,longitude,capture_date,capture_time,year,month,day,near_airport
B206,Bell Helicopter Textron,206L-1,N103AE,Turboshaft,1,32.604378,-117.12188,2025-11-12,08:06:28,2025,11,12,KSAN
PA18,Piper,PA-18-150,N116AM,Piston,1,34.192709,-118.433252,2025-11-12,09:55:34,2025,11,12,KVNY
F8L,Gutzman Charles W,FALCO F8,N1001A,Piston,1,40.786627,-73.64133,2025-11-12,10:33:09,2025,11,12,KJFK
SR22,Cirrus Design Corp,SR22T,N113HS,Piston,1,33.762828,-84.415485,2025-11-12,10:36:45,2025,11,12,KPDK
BE55,Beech,95-B55 (T42A),N111KF,Piston,2,39.759707,-104.612556,2025-11-12,12:56:58,2025,11,12,KDEN
FFLY,Firefly Balloons 2010 Inc,FIREFLY 7-15,N1206W,None,0,42.408122,-70.945377,2025-11-12,13:07:33,2025,11,12,KBOS
SF50,Cirrus Design Corp,SF50,N11TT,Turbofan,1,34.165779,-118.504071,2025-11-12,14:06:24,2025,11,12,KVNY
VELO,Robert Huntingford,VELOCITY XL-FG,N121DX,Piston,1,40.989494,-73.739675,2025-11-12,15:50:22,2025,11,12,KHPN
C172,Cessna,172M,N104NP,2-Cycle,1,35.970243,-115.125351,2025-11-12,16:04:36,2025,11,12,KLAS
C150,Cessna,150L,N10895,Piston,1,42.176246,-87.84119,2025-11-12,16:24:04,2025,11,12,KPWK
C310,Cessna,310H,N1112Q,Piston,2,40.634581,-73.721476,2025-11-12,18:44:26,2025,11,12,KJFK
GLAS,Tatum Charles,GLASAIR III,N121RC,Piston,1,33.686087,-84.303847,2025-11-12,19:15:44,2025,11,12,KATL
C177,Cessna,177B,N11596,Piston,1,33.587004,-84.506209,2025-11-12,20:24:45,2025,11,12,KATL
C190,Cessna,190,N1058D,Piston,1,40.764303,-73.274756,2025-11-12,22:04:56,2025,11,12,KFRG
AC68,Campbell Reid H,SUPER CROW RAVEN,N113BC,Piston,1,33.893715,-118.522152,2025-11-12,22:11:44,2025,11,12,KLAX
B412,Bell,412EP,N110LA,Turboshaft,2,32.634708,-117.287949,2025-11-13,07:04:47,2025,11,13,KSAN
GLF6,Gulfstream Aerospace Corp,GVI (G650),N1202C,Turbofan,2,40.811683,-111.915096,2025-11-13,16:44:53,2025,11,13,KSLC
A321,Airbus,A321-211,N111DC,Turbofan,2,39.533605,-104.832932,2025-11-13,20:52:43,2025,11,13,KAPA
LNC4,Coby Johnston,LANCAIR EVOLUTION,N111XA,Turboprop,1,29.951272,-95.3646,2025-11-14,08:15:33,2025,11,14,KIAH
C150,Cessna,150B,N1212Y,Piston,1,42.383403,-71.064313,2025-11-14,11:03:37,2025,11,14,KBOS
C150,Cessna,150L,N10836,Piston,1,42.146185,-83.448713,2025-11-14,12:35:03,2025,11,14,KDTW
C150,Cessna,150L,N10565,Piston,1,42.481781,-71.027572,2025-11-14,14:45:43,2025,11,14,KBOS
A321,Airbus,A321-211,N120DN,Turbofan,2,33.113762,-96.699693,2025-11-14,16:09:35,2025,11,14,KADS
S22T,Cirrus Design Corp,SR22,N11MZ,Piston,1,36.031635,-115.145477,2025-11-14,16:12:33,2025,11,14,KLAS
PA32,Piper,PA-32-300,N108WM,Piston,1,42.206421,-83.289016,2025-11-14,21:22:37,2025,11,14,KDTW
C172,Cessna,172M,N1223U,2-Cycle,1,32.587638,-117.285953,2025-11-14,21:32:07,2025,11,14,KSAN
C150,Cessna,150L,N11156,Piston,1,40.672341,-73.641087,2025-11-14,21:42:34,2025,11,14,KJFK
SONX,Hooten William T,SONEX,N112WH,2-Cycle,1,40.592443,-74.261635,2025-11-14,21:54:45,2025,11,14,KEWR
PA34,Piper,PA-34-200T,N111SM,Piston,2,34.133632,-118.428998,2025-11-15,08:00:22,2025,11,15,KVNY
SPOR,Quicksilver Mfg Inc,SPORT 2S,N103Q,Piston,1,32.866331,-97.054241,2025-11-15,08:45:13,2025,11,15,KDFW
PC12,Pilatus Aircraft Ltd,PC-12/47,N108JC,Turboprop,1,33.552596,-111.999355,2025-11-15,10:37:43,2025,11,15,KSDL
SONX,Grayson Colby,SONEX,N101GC,Piston,1,33.545436,-111.901287,2025-11-15,11:54:42,2025,11,15,KPHX
BE36,Beech,A36,N120DB,Piston,1,25.813977,-80.15375,2025-11-15,15:01:14,2025,11,15,KMIA
B206,Bell,206A,N103NJ,Turboshaft,1,29.882566,-95.293205,2025-11-15,15:23:18,2025,11,15,KIAH
SPOR,North Wing Uum Inc,SPORT X2-A,N1188W,Rocket,1,30.106649,-95.413184,2025-11-15,16:43:54,2025,11,15,KIAH
C206,Cessna,T206H,N107AP,Piston,1,28.306336,-81.253384,2025-11-15,18:08:17,2025,11,15,KMCO
SREY,Progressive Aerodyne Inc,SEAREY LSA,N119SR,2-Cycle,1,40.643795,-74.311872,2025-11-15,18:13:41,2025,11,15,KEWR
M20P,Mooney,M20R,N1020A,Piston,1,37.604596,-122.4534,2025-11-15,18:15:07,2025,11,15,KSFO
A321,Airbus,A321-231,N104NN,Turbofan,2,42.228529,-87.880001,2025-11-15,18:42:42,2025,11,15,KPWK
C206,Cessna,T206H,N11345,Piston,1,33.710132,-111.887056,2025-11-15,19:15:01,2025,11,15,KSDL
K100,Quest Aircraft Company Llc,KODIAK 100,N107KQ,Turboprop,1,33.369047,-111.896996,2025-11-15,21:14:56,2025,11,15,KPHX
PA32,Piper,PA-32-300,N121HE,Piston,1,34.270071,-118.407693,2025-11-15,22:23:49,2025,11,15,KVNY
C172,Cessna,172M,N12209,2-Cycle,1,41.905366,-87.925503,2025-11-16,11:33:03,2025,11,16,KORD
LNC4,Hartley Bill,LANCAIR LEGACY,N103LL,Piston,1,34.283474,-118.573528,2025-11-16,13:12:42,2025,11,16,KVNY
BPAT,Hans Wolfgang Grotendiek,BEARHAWK,N117D,Piston,1,42.4211,-70.940136,2025-11-16,15:26:14,2025,11,16,KBOS
RV12,Vans Aircraft Inc,RV-12,N112XM,2-Cycle,1,33.519527,-112.03592,2025-11-16,15:52:27,2025,11,16,KPHX
CH65,Mckeeman Dan,STOL CH 801,N108HC,Piston,1,25.866358,-80.322014,2025-11-16,18:14:51,2025,11,16,KMIA
GLF5,Gulfstream Aerospace Corp,GVII-G600,N10199,Turbofan,2,40.590209,-73.292668,2025-11-16,19:02:12,2025,11,16,KFRG
SR22,Cirrus Design Corp,SR22T,N100PK,Piston,1,33.996096,-118.298385,2025-11-16,19:26:02,2025,11,16,KLAX
E135,Embraer-Empresa Brasileira De,ERJ 170-200 LR,N119HQ,Turbofan,2,40.649115,-73.312029,2025-11-17,06:26:03,2025,11,17,KFRG
F2TH,Powrachute,PC 2000,N108KM,Rocket,1,39.469745,-104.944417,2025-11-17,07:16:29,2025,11,17,KAPA
C177,Cessna,177B,N11103,Piston,1,33.383699,-112.008568,2025-11-17,07:24:41,2025,11,17,KPHX
PA28,Piper,PA-28-151,N1181H,Piston,1,41.171726,-73.587705,2025-11-17,12:50:25,2025,11,17,KHPN
E45X,Embraer,EMB-145XR,N11165,Turbofan,2,33.744758,-84.401451,2025-11-17,17:52:09,2025,11,17,KATL
E45X,Embraer,EMB-145XR,N11107,Turbofan,2,33.645291,-84.552642,2025-11-17,19:10:41,2025,11,17,KATL
BE55,Beech,D55,N10AK,Piston,2,33.843128,-118.363074,2025-11-17,19:41:57,2025,11,17,KLAX
B206,Bell,206B-III,N11CQ,Turboshaft,1,39.554497,-104.700355,2025-11-17,20:53:09,2025,11,17,KAPA
PA46,Piper Aircraft Inc,PA46-500TP,N1065Y,Turboprop,1,25.74413,-80.321693,2025-11-17,21:08:52,2025,11,17,KMIA
VELO,Daniel J Mesnard,VELOCITY TWIN,N106VT,Piston,2,40.785225,-73.827929,2025-11-18,07:24:55,2025,11,18,KJFK
C208,Cessna,208B,N108RF,Turboprop,1,25.849885,-80.289737,2025-11-18,10:58:33,2025,11,18,KMIA
S22T,Cirrus Design Corp,SR22,N11219,Piston,1,42.362916,-83.260923,2025-11-18,12:22:21,2025,11,18,KDTW
M20P,Mooney,M20J,N1145U,Piston,1,41.848078,-87.922335,2025-11-18,15:21:43,2025,11,18,KORD
C177,Cessna,177B,N11172,Piston,1,26.053443,-80.227617,2025-11-18,17:51:59,2025,11,18,KFLL
BE95,Curtiss Wright,TRAVEL AIR 12-W,N11715,Piston,1,39.954656,-104.584437,2025-11-19,06:11:23,2025,11,19,KDEN
C150,Cessna,150M,N113PB,2-Cycle,1,33.540199,-111.992924,2025-11-19,07:00:59,2025,11,19,KSDL
C150,Cessna,150L,N11407,Piston,1,32.801543,-97.122723,2025-11-19,07:45:30,2025,11,19,KDFW
DHC2,Dehavilland,DHC-2 MK.I,N11PF,Piston,1,36.211598,-115.28904,2025-11-19,09:48:04,2025,11,19,KLAS
WW24,Israel Aircraft Industries,1125 WESTWIND ASTRA,N1125A,Turbofan,2,40.8143,-74.234786,2025-11-19,11:53:07,2025,11,19,KEWR
C5M,Israel Aircraft Industries,GALAXY,N1221Q,Turbofan,2,40.984072,-73.649722,2025-11-19,13:19:19,2025,11,19,KHPN
C172,Cessna,172S,N102KS,Piston,1,41.083003,-73.809959,2025-11-19,14:13:44,2025,11,19,KHPN
PA18,Piper,PA-18-125,N1111A,Piston,1,34.256247,-118.567068,2025-11-19,14:22:41,2025,11,19,KVNY
L13,Let,BLANIK L-13,N101AS,None,0,32.704237,-117.201794,2025-11-19,17:55:34,2025,11,19,KSAN
S22T,Cirrus Design Corp,SR22,N115CD,Piston,1,33.479476,-111.8581,2025-11-19,19:25:26,2025,11,19,KSDL
COY2,Toni Anthony,RANS S-6,N10037,Piston,1,33.877313,-118.309962,2025-11-19,20:10:11,2025,11,19,KLAX
CL30,Dinges Malcom W,CHALLENGER II,N112KM,Piston,1,37.559963,-122.339597,2025-11-19,22:09:36,2025,11,19,KSFO
C150,Cessna,150L,N10774,Piston,1,34.127421,-118.469062,2025-11-20,09:19:20,2025,11,20,KVNY
C172,Cessna,172M,N121KA,2-Cycle,1,40.77523,-73.924946,2025-11-20,13:20:00,2025,11,20,KTEB
C182,Cessna,182T,N116SL,Piston,1,40.879672,-112.064308,2025-11-20,16:16:17,2025,11,20,KSLC
M20P,Mooney,M20R,N120GX,Piston,1,32.806703,-117.21959,2025-11-20,18:20:06,2025,11,20,KSAN
M20P,Mooney,M20J,N1017F,Piston,1,36.035225,-115.26651,2025-11-20,19:58:58,2025,11,20,KLAS
SR22,Cirrus Design Corp,SR22T,N1227W,Piston,1,39.89025,-104.811439,2025-11-21,10:30:11,2025,11,21,KDEN
M4,Maule,M-4,N12017,Piston,1,34.151951,-118.582688,2025-11-21,10:36:08,2025,11,21,KVNY
C206,Cessna,206H,N102AK,Piston,1,40.631773,-74.035796,2025-11-21,12:45:31,2025,11,21,KEWR
SF50,Cirrus Design Corp,SF50,N111AN,Turbofan,1,44.0646,-88.561417,2025-11-21,13:51:51,2025,11,21,KOSH
CL30,Dasse Henry D Jr,CHALLENGER I,N1075K,Rocket,1,26.163652,-80.277809,2025-11-21,16:28:28,2025,11,21,KFLL
C185,Cessna,A185E,N104RC,Piston,1,40.814657,-74.040801,2025-11-21,17:10:25,2025,11,21,KTEB
B190,Beech,1900C,N117AX,Turboprop,2,42.239642,-70.913274,2025-11-21,18:58:29,2025,11,21,KBOS
B350,Eurocopter,AS 350 B3,N108LN,Turboshaft,1,28.314409,-81.170387,2025-11-21,22:57:37,2025,11,21,KMCO
PA28,Piper,PA-28-140,N11GK,Piston,1,40.712279,-73.41059,2025-11-22,07:28:34,2025,11,22,KFRG
C172,Cessna,172M,N1074T,2-Cycle,1,40.82545,-73.924668,2025-11-22,08:55:56,2025,11,22,KTEB
C182,Cessna,T182T,N10909,Turboprop,1,30.002108,-95.45777,2025-11-22,16:29:15,2025,11,22,KIAH
C172,Cessna,172,N1100,Piston,1,34.007675,-84.30373,2025-11-22,17:42:21,2025,11,22,KPDK
PAT4,Piper,PA-31T,N115PC,Turboprop,2,34.09952,-118.543451,2025-11-22,18:17:14,2025,11,22,KVNY
C150,Cessna,150K,N11JT,Piston,1,30.124459,-95.468642,2025-11-22,18:32:35,2025,11,22,KIAH
C150,Cessna,150L,N11772,Piston,1,30.103197,-95.378162,2025-11-22,18:46:07,2025,11,22,KIAH
CL30,Lenaburg Allen G,CHALLENGER I,N1025Z,Rocket,1,40.991284,-73.918421,2025-11-22,19:07:13,2025,11,22,KTEB
M20P,Mooney,M20M,N1041C,Piston,1,29.992805,-95.192196,2025-11-22,19:20:44,2025,11,22,KIAH
BE35,Beech,J35,N1148T,Piston,1,39.687005,-104.929546,2025-11-23,06:12:42,2025,11,23,KAPA
E75L,Siegel Paul F,RUTAN LONG EZ,N10NG,Piston,1,37.688359,-122.365805,2025-11-23,11:06:02,2025,11,23,KSFO
M20P,Mooney,M20J,N1026N,Piston,1,35.943882,-115.27971,2025-11-23,16:37:41,2025,11,23,KLAS
C140,Cessna,140A,N1151D,Piston,1,40.875807,-73.418458,2025-11-23,20:29:01,2025,11,23,KFRG
SR22,Cirrus Design Corp,SR22T,N108VV,Piston,1,44.981406,-93.280829,2025-11-23,21:01:59,2025,11,23,KMSP
B739,Boeing,737-9,N115AM,Turbofan,2,33.032391,-97.106102,2025-11-23,21:51:30,2025,11,23,KDFW
C510,Larson Midget,MUSTANG,N1151P,Piston,1,32.980176,-96.892114,2025-11-24,06:19:32,2025,11,24,KDFW
E45X,Embraer,EMB-145XR,N11164,Turbofan,2,45.029684,-93.121567,2025-11-24,07:52:51,2025,11,24,KMSP
BE9L,Beech,C90,N100V,Turboprop,2,33.506775,-84.507661,2025-11-24,08:39:31,2025,11,24,KATL
VENT,Schempp-Hirth,VENTUS BT,N101AG,None,0,39.70013,-104.906161,2025-11-24,14:00:09,2025,11,24,KAPA
C172,Cessna,172S,N1166W,Piston,1,40.9284,-74.13555,2025-11-24,14:24:20,2025,11,24,KTEB
PA32,Piper,PA-32R-301,N115CS,Piston,1,40.826349,-73.559201,2025-11-24,17:35:13,2025,11,24,KFRG
PA28,Piper,PA-28-151,N110JA,Piston,1,40.821357,-73.294474,2025-11-24,19:10:20,2025,11,24,KFRG
PUL6,Mccann Michael,PULSAR,N116KM,Piston,1,40.762169,-111.980666,2025-11-24,20:36:05,2025,11,24,KSLC
C150,Cessna,150L,N11242,Piston,1,40.787212,-73.696576,2025-11-24,21:06:15,2025,11,24,KJFK
M20P,Mooney,M20J,N1075C,Piston,1,39.999819,-104.753716,2025-11-24,22:06:48,2025,11,24,KDEN
C150,Cessna,150L,N10777,Piston,1,40.787082,-73.390482,2025-11-24,22:58:19,2025,11,24,KFRG
C120,Cessna,120,N120VW,Piston,1,36.208569,-115.051479,2025-11-25,06:25:43,2025,11,25,KLAS
PA32,Piper,PA-32RT-300,N101DR,Piston,1,40.910823,-74.148004,2025-11-25,11:32:34,2025,11,25,KTEB
PA23,Piper,PA-23-250,N113JB,Piston,2,39.809147,-104.739729,2025-11-25,13:37:51,2025,11,25,KDEN
PA30,Piper,PA-30,N11YY,Piston,2,33.978317,-84.186133,2025-11-25,14:06:11,2025,11,25,KPDK
TUCA,Valter E Della Nebbia,TUCANO REPLICA,N101DN,2-Cycle,1,33.523006,-84.439234,2025-11-25,14:51:32,2025,11,25,KATL
U16,Grumman Aircraft Eng Corp,G-111,N118FB,Piston,2,32.965749,-96.787358,2025-11-25,16:35:12,2025,11,25,KADS
M20P,Mooney,M20B,N10YM,Piston,1,33.750412,-84.506158,2025-11-25,18:18:19,2025,11,25,KATL
C150,Cessna,150B,N1151Y,Piston,1,44.011912,-88.651388,2025-11-25,18:38:23,2025,11,25,KOSH
C525,Cessna,525A,N118CJ,Turbofan,2,37.696391,-122.51722,2025-11-25,20:20:00,2025,11,25,KSFO
BE55,Beech,E-55,N10BS,Piston,2,40.768611,-111.906686,2025-11-25,20:58:27,2025,11,25,KSLC
SR22,Cirrus Design Corp,SR22T,N107AX,Piston,1,33.492504,-111.82332,2025-11-26,06:09:11,2025,11,26,KSDL
PA24,Piper,PA-24-260,N103HP,Piston,1,42.066724,-87.816231,2025-11-26,10:08:08,2025,11,26,KORD
RV4,Mcclellan James L,RV-4,N112VY,Piston,1,35.956159,-115.243075,2025-11-26,12:40:30,2025,11,26,KLAS
C172,Cessna,R172K,N1072V,Piston,1,32.8503,-97.180274,2025-11-26,13:14:19,2025,11,26,KDFW
C172,Cessna,R172E,N106WS,Piston,1,40.891299,-111.849863,2025-11-26,14:48:46,2025,11,26,KSLC
C310,Cessna,310P,N1000Q,Piston,2,33.394189,-112.024733,2025-11-26,15:51:53,2025,11,26,KPHX
HIGH,Hanes Steven G,HIGHLANDER,N1099S,Piston,1,29.911256,-95.344479,2025-11-26,15:54:08,2025,11,26,KIAH
RV6,Williston E S/Williston B S,RV-6,N115BW,Piston,1,41.063348,-73.641163,2025-11-26,17:09:12,2025,11,26,KHPN
BUSH,Rainbow Skyreach (Pty) Ltd,BUSHCAT,N109SK,2-Cycle,1,29.893753,-95.358193,2025-11-26,20:27:17,2025,11,26,KIAH
PA28,Piper,PA-28R-200,N111AE,Piston,1,32.824183,-96.941718,2025-11-26,20:36:33,2025,11,26,KDFW
C414,Cessna,414,N111BX,Piston,2,33.533316,-112.124135,2025-11-27,06:50:09,2025,11,27,KPHX
C172,Cessna,172,N1023B,Piston,1,44.912427,-93.241748,2025-11-27,07:19:52,2025,11,27,KMSP
C150,Cessna,150L,N11157,Piston,1,39.500689,-104.982869,2025-11-27,09:44:15,2025,11,27,KAPA
VO10,Aero Commander,500-B,N112AA,Piston,2,33.090141,-96.746966,2025-11-27,09:55:31,2025,11,27,KADS
C150,Cessna,150L,N10577,Piston,1,42.184724,-83.283254,2025-11-27,11:29:26,2025,11,27,KDTW
RV8,Farrel Helm,VANS RV-8,N108FH,Piston,1,25.957069,-80.015958,2025-11-27,11:39:35,2025,11,27,KFLL
C17,Young Boyd W,KOLB MARK III,N1225Y,Piston,1,40.930706,-112.087798,2025-11-27,13:28:50,2025,11,27,KSLC
C177,Cessna,177B,N1101C,Piston,1,29.943654,-95.337823,2025-11-27,17:02:31,2025,11,27,KIAH
BE9L,Beech,C90A,N120RP,Turboprop,2,40.975996,-73.780541,2025-11-27,18:33:21,2025,11,27,KHPN
FBA2,Cgs Aviation Inc,HAWK ARROW II,N102HK,Rocket,1,42.010594,-87.991064,2025-11-27,19:24:25,2025,11,27,KPWK
RV8,Ellisor Donald A,RV-8,N116JD,Piston,1,40.876787,-112.059223,2025-11-27,20:07:36,2025,11,27,KSLC
C2,Aeronca,C-2,N11276,Piston,1,39.432298,-104.706706,2025-11-27,21:20:57,2025,11,27,KAPA
B206,Bell Helicopter Textron,206B,N110WG,Turboshaft,1,41.994545,-87.832904,2025-11-28,16:37:13,2025,11,28,KPWK
BE55,Beech,95-A55,N104MM,Piston,2,29.848125,-95.38053,2025-11-28,17:03:40,2025,11,28,KIAH
AT8T,Air Tractor Inc,AT-802A,N115FA,Turboprop,1,47.434393,-122.393129,2025-11-28,19:13:14,2025,11,28,KSEA
PA32,Piper,PA-32-300,N109AT,Piston,1,34.275245,-118.371909,2025-11-28,19:16:02,2025,11,28,KVNY
C82S,Cessna,182,N1069L,Piston,1,33.532121,-111.895487,2025-11-28,19:27:33,2025,11,28,KPHX
PA28,Piper,PA-28-161,N107ND,Piston,1,33.354526,-112.117193,2025-11-28,19:48:57,2025,11,28,KPHX
PA18,Piper,PA-18,N104T,Piston,1,33.797703,-118.514778,2025-11-28,20:10:49,2025,11,28,KLAX
C150,Cessna,150L,N10425,Piston,1,40.836141,-73.309751,2025-11-28,21:11:15,2025,11,28,KFRG
C150,Cessna,150L,N11228,Piston,1,34.143536,-118.346698,2025-11-29,08:44:45,2025,11,29,KVNY
DHC2,Dehavilland,DHC-2 MK 1,N10JX,Piston,1,34.212527,-118.38031,2025-11-29,12:34:16,2025,11,29,KVNY
C150,Cessna,150L,N10683,Piston,1,33.027947,-96.944684,2025-11-29,12:50:32,2025,11,29,KADS
M20P,Mooney Aircraft Corp.,M20K,N1079B,Piston,1,41.159301,-73.642065,2025-11-29,16:19:32,2025,11,29,KHPN
BE20,Beech,B200,N120NC,Turboprop,2,43.921942,-88.695434,2025-11-29,19:57:50,2025,11,29,KOSH
C120,Cessna,120,N120MZ,Piston,1,32.759651,-97.07562,2025-11-29,21:06:31,2025,11,29,KDFW
C172,Cessna,172S,N114FB,Piston,1,33.960105,-84.22367,2025-11-29,22:53:47,2025,11,29,KPDK
PA18,Piper,PA-18-135,N118SM,Piston,1,39.498707,-104.711807,2025-11-30,07:25:27,2025,11,30,KAPA
PA28,Piper,PA-28R-200,N1138X,Piston,1,42.156832,-87.818946,2025-11-30,09:41:34,2025,11,30,KPWK
C172,Cessna,172N,N1085F,Piston,1,39.497316,-104.758256,2025-11-30,14:32:25,2025,11,30,KAPA
C172,Cessna,172L,N1004M,Piston,1,44.055538,-88.592293,2025-11-30,17:33:42,2025,11,30,KOSH
C172,Cessna,172L,N1091M,Piston,1,40.641943,-73.449537,2025-11-30,20:46:42,2025,11,30,KFRG
PA31,Piper,PA-31-310,N101YB,Piston,2,47.428572,-122.425089,2025-11-30,20:56:23,2025,11,30,KSEA
RV8,Porter Charles J,RV-8,N120CP,Piston,1,33.0159,-96.966884,2025-11-30,21:21:38,2025,11,30,KDFW
F900,Dassault Aviation,FALCON 900EX,N106CK,Turbofan,3,39.724794,-104.791352,2025-12-01,07:08:11,2025,12,1,KDEN
M20P,Mooney,M20J,N119PC,Piston,1,42.072699,-87.938663,2025-12-01,10:19:38,2025,12,1,KORD
C310,Cessna,T-310P,N111SD,Piston,2,32.890509,-96.878317,2025-12-01,10:22:42,2025,12,1,KADS
E75L,Gould Leland E,LONG EZ,N11NL,Piston,1,32.938766,-96.975683,2025-12-01,10:43:10,2025,12,1,KDFW
COL4,Gaskins Abe B,SAFARI 400,N104CV,Piston,1,40.621513,-73.283491,2025-12-01,14:02:41,2025,12,1,KFRG
SR22,Cirrus Design Corp,SR22T,N121JB,Piston,1,40.993909,-73.961535,2025-12-01,16:11:00,2025,12,1,KTEB
C172,Cessna,172S,N1158Q,Piston,1,41.032469,-73.710637,2025-12-01,16:22:07,2025,12,1,KHPN
SNS7,Garrett William A,SNS-7,N114BG,Piston,1,33.560001,-112.049979,2025-12-01,17:36:37,2025,12,1,KSDL
C185,Cessna,A185F,N113TB,Piston,1,40.84391,-74.027791,2025-12-01,17:59:09,2025,12,1,KTEB
C208,Cessna,208B,N1115M,Turboprop,1,35.985663,-115.058145,2025-12-01,18:44:55,2025,12,1,KLAS
C172,Cessna,172M,N12200,2-Cycle,1,33.697132,-84.421303,2025-12-01,19:47:34,2025,12,1,KATL
PA18,Piper,PA-18,N101KC,Piston,1,42.179873,-83.344702,2025-12-01,20:03:52,2025,12,1,KDTW
C150,Cessna,150L,N10838,Piston,1,39.996575,-104.702199,2025-12-02,06:23:28,2025,12,2,KDEN
PA28,Piper,PA-28-140,N1204T,Piston,1,37.534768,-122.263023,2025-12-02,07:03:20,2025,12,2,KSFO
H25C,Sncan Societe Nationale De Con,NORD 1000,N108ME,Piston,1,34.260103,-118.357093,2025-12-02,07:06:50,2025,12,2,KVNY
RV10,James A Walker,RV-10,N107VA,Piston,1,25.650313,-80.243332,2025-12-02,07:12:45,2025,12,2,KMIA
M20P,Mooney Aircraft Corp.,M20K,N1165G,Piston,1,37.711705,-122.456524,2025-12-02,10:57:42,2025,12,2,KSFO
M20P,Mooney,M20J,N1071Y,Piston,1,40.778673,-73.457849,2025-12-02,12:02:46,2025,12,2,KFRG
VELO,Wilhelm F Percival,VELOCITY XL-5,N105WP,Piston,1,45.032621,-93.346415,2025-12-02,12:06:59,2025,12,2,KMSP
PA18,Piper,PA-18-135,N1047V,Piston,1,40.822295,-74.09858,2025-12-02,12:53:01,2025,12,2,KTEB
M20P,Mooney Aircraft Corp.,M20K,N10167,Piston,1,40.99664,-73.641862,2025-12-02,14:49:04,2025,12,2,KHPN
BE33,Beech,35-A33,N1111Z,Piston,1,42.311779,-83.413018,2025-12-02,15:46:40,2025,12,2,KDTW
C150,Cessna,150L,N10975,Piston,1,36.058,-115.121009,2025-12-02,16:33:15,2025,12,2,KLAS
BE55,Beech,95-A55,N1040T,Piston,2,44.937831,-93.187018,2025-12-02,17:03:12,2025,12,2,KMSP
M20P,Mooney Aircraft Corp.,M20K,N1159D,Piston,1,33.658177,-84.345908,2025-12-02,18:08:14,2025,12,2,KATL
C77R,Cessna,177RG,N1217M,Piston,1,42.241102,-87.84365,2025-12-02,19:21:59,2025,12,2,KPWK
AT8T,Air Tractor Inc,AT-802A,N1041W,Turboprop,1,40.98126,-74.141944,2025-12-02,21:53:45,2025,12,2,KTEB
C182,Cessna,TR182,N1018H,Piston,1,44.920528,-93.218909,2025-12-02,21:54:46,2025,12,2,KMSP
C172,Cessna,172M,N12115,2-Cycle,1,37.608502,-122.493526,2025-12-03,06:25:08,2025,12,3,KSFO
BE33,Beech,F33A,N100LK,Piston,1,40.801178,-73.923055,2025-12-03,07:18:28,2025,12,3,KTEB
M20P,Mooney,M20J,N1146T,Piston,1,40.780569,-73.29761,2025-12-03,08:29:19,2025,12,3,KFRG
M20P,Mooney,M20J,N11520,Piston,1,28.57564,-81.191731,2025-12-03,10:08:59,2025,12,3,KMCO
PA46,Piper,PA46-500TP,N119TP,Turboprop,1,43.884328,-88.643452,2025-12-03,11:33:20,2025,12,3,KOSH
PA32,Piper,PA-32R-301T,N111RW,Piston,1,45.030623,-93.217623,2025-12-03,11:49:29,2025,12,3,KMSP
E45X,Embraer,EMB-145XR,N11106,Turbofan,2,34.263614,-118.483823,2025-12-03,12:08:35,2025,12,3,KVNY
C172,Cessna,172M,N110AU,2-Cycle,1,40.921705,-74.126046,2025-12-03,12:37:06,2025,12,3,KTEB
M20P,Mooney,M20J,N1067W,Piston,1,41.208818,-73.563361,2025-12-03,12:50:45,2025,12,3,KHPN
GLSP,Bouley Joseph L Jr,GLASTAR,N104GP,Piston,1,40.827094,-112.092186,2025-12-03,14:13:48,2025,12,3,KSLC
EA50,Eclipse Aviation Corp,EA500,N113JD,Turbofan,2,41.127428,-73.741934,2025-12-03,15:10:45,2025,12,3,KHPN
C172,Cessna,172S,N106VK,Piston,1,40.899522,-73.967541,2025-12-03,19:30:56,2025,12,3,KTEB
BE76,Beech,76,N117JA,Piston,2,25.993108,-80.298144,2025-12-03,20:10:43,2025,12,3,KFLL
LGEZ,Lueck Ronald A,LONG-EZ,N1177N,Piston,1,41.870765,-87.78962,2025-12-03,20:41:11,2025,12,3,KORD
VELO,Velozo Dennis,D V VELOCITY RG EL,N113DP,Piston,1,37.753589,-122.436888,2025-12-03,21:07:53,2025,12,3,KSFO
BE9L,Beech,C90,N117MF,Turboprop,2,47.414089,-122.173237,2025-12-04,10:38:16,2025,12,4,KSEA
C150,Cessna,150L,N10255,Piston,1,47.471622,-122.161497,2025-12-04,17:17:32,2025,12,4,KSEA
C206,Cessna,U206G,N121LL,Turboshaft,1,40.603302,-73.320103,2025-12-04,22:06:34,2025,12,4,KFRG
TB20,Socata,TB-20 TRINIDAD,N108Y,Piston,1,40.611213,-73.905695,2025-12-05,07:19:16,2025,12,5,KJFK
M20P,Mooney,M20J,N1143A,Piston,1,33.867125,-118.554418,2025-12-05,12:42:06,2025,12,5,KLAX
C182,Cessna,T182T,N117AP,Turboprop,1,44.823223,-93.299296,2025-12-05,14:05:59,2025,12,5,KMSP
PA28,Piper,PA-28-140,N101J,Piston,1,33.868077,-118.420302,2025-12-05,14:25:13,2025,12,5,KLAX
BE9T,Beech,F90,N102WK,Turboprop,2,45.024925,-93.335779,2025-12-05,16:03:54,2025,12,5,KMSP
